,ligandId,name,type,approved,withdrawn,whoEssential,approvalSource,FDA,FDA_year
1642,9272,setmelanotide,Peptide,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1643,7296,sevoflurane,Synthetic organic,True,False,False,"FDA (1995), EMA (2002)",FDA,1995
1644,2586,sibutramine,Synthetic organic,True,True,False,FDA (1997),FDA,1997
1645,4743,sildenafil,Synthetic organic,True,False,False,EMA & FDA (1998),FDA,1998
1646,493,silodosin,Synthetic organic,True,False,False,"FDA (2008), EMA (2010)",FDA,2008
1647,7396,siltuximab,Antibody,True,False,False,EMA & FDA (2014),FDA,2014
1648,7367,simeprevir,Synthetic organic,True,False,False,"FDA (2013), EMA (2014)",FDA,2013
1651,2955,simvastatin,Synthetic organic,True,False,True,"FDA (1991), EMA (2013)",FDA,1991
1653,9289,siponimod,Synthetic organic,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
1654,6031,sirolimus,Synthetic organic,True,False,False,"FDA (1999), EMA (2001)",FDA,1999
1657,6286,sitagliptin,Synthetic organic,True,False,False,"FDA (2006), EMA (2007)",FDA,2006
1660,9533,SNP,Inorganic,True,False,False,FDA 1988,FDA,
1661,7368,sofosbuvir,Synthetic organic,True,False,True,"FDA (2013), EMA (2014)",FDA,2013
1663,7483,solifenacin,Synthetic organic,True,False,False,"FDA (2004), UK (2009)",FDA,2004
1664,10342,solriamfetol,Synthetic organic,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
1665,12013,somatrogon,Peptide,True,False,False,"EMA (2022), FDA (2023)",FDA,2023
1666,8199,sonidegib,Synthetic organic,True,False,False,EMA & FDA (2015),FDA,2015
1667,5711,sorafenib,Synthetic organic,True,False,False,"FDA (2005), EMA (2006)",FDA,2005
1668,8312,sotagliflozin,Synthetic organic,True,False,False,"EMA (2019), FDA (2023)",FDA,2023
1669,7297,sotalol,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1670,12962,sotatercept,Antibody,True,False,False,FDA (2024),FDA,2024
1671,10678,sotorasib,Synthetic organic,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
1674,10860,sparfloxacin,Synthetic organic,True,True,False,FDA (1996),FDA,1996
1675,8448,sparsentan,Synthetic organic,True,False,False,FDA (2023),FDA,2023
1677,12169,spesolimab,Antibody,True,False,False,FDA and EMA (2022),FDA,
1679,6575,spirapril,Synthetic organic,True,True,False,FDA (1994),FDA,1994
1680,6576,spiraprilat,Synthetic organic,True,False,False,FDA (1994),FDA,1994
1681,2875,spironolactone,Synthetic organic,True,False,True,FDA (1960),FDA,1960
1682,10369,stanozolol,Synthetic organic,True,False,False,FDA (1962),FDA,1962
1683,12678,stavudine,Synthetic organic,True,True,False,FDA (1994),FDA,1994
1684,5469,stiripentol,Synthetic organic,True,False,False,"EMA (2007), FDA (2018)",FDA,2018
1685,10923,streptomycin,Synthetic organic,True,False,True,FDA (1946),FDA,1946
1686,4004,succinylcholine,Synthetic organic,True,False,False,FDA (1952),FDA,1952
1687,7055,sucralfate,Synthetic organic,True,False,False,FDA (1981),FDA,1981
1688,3534,sufentanil,Synthetic organic,True,False,False,"FDA (1984), EMA (2015)",FDA,1984
1689,5826,sufinpyrazone,Synthetic organic,True,True,False,FDA (1959),FDA,1959
1691,10769,sulbactam,Synthetic organic,True,False,False,FDA (1986),FDA,1986
1692,12632,sulfabenzamide,Synthetic organic,True,False,False,FDA (1945),FDA,1945
1693,12633,sulfacetamide,Synthetic organic,True,False,False,FDA (1945),FDA,1945
1694,12634,sulfachlorpyridazine,Synthetic organic,True,False,False,FDA,FDA,
1695,12635,sulfadiazine,Synthetic organic,True,False,True,"FDA (1941), UK (2008)",FDA,1941
1696,12638,sulfadimethoxine,Synthetic organic,True,True,False,FDA (1958),FDA,1958
1697,12642,sulfadimidine,Synthetic organic,True,False,False,FDA (1949),FDA,1949
1698,10173,sulfadoxine,Synthetic organic,True,False,True,FDA (1981) in combination with pyrimethamine,FDA,1981
1699,12639,sulfaguanidine,Synthetic organic,True,False,False,FDA (1941),FDA,1941
1700,12640,sulfamerazine,Synthetic organic,True,False,False,FDA (1949),FDA,1949
1701,12683,sulfamethizole,Synthetic organic,True,False,False,FDA (1953),FDA,1953
1702,10933,sulfamethoxazole,Synthetic organic,True,False,True,FDA (1965),FDA,1965
1704,12641,sulfametoxydiazine,Synthetic organic,True,False,False,FDA (1966),FDA,1966
1708,12631,sulfanilamide,Synthetic organic,True,False,False,FDA (1965),FDA,1965
1709,12698,sulfapyridine,Synthetic organic,True,False,False,FDA (1939),FDA,1939
1710,4840,sulfasalazine,Synthetic organic,True,False,True,FDA (1950),FDA,1950
1711,12699,sulfathiazole,Synthetic organic,True,True,False,FDA (1945),FDA,1945
1712,12700,sulfisoxazole,Synthetic organic,True,False,False,FDA (1948),FDA,1948
1713,5425,sulindac,Synthetic organic,True,False,False,FDA (1978),FDA,1978
1716,12290,sultamicillin,Synthetic organic,True,False,False,FDA (1986),FDA,1986
1717,54,sumatriptan,Synthetic organic,True,False,True,FDA (1992),FDA,1992
1718,5713,sunitinib,Synthetic organic,True,False,False,FDA and EMA (2006),FDA,
1720,7298,suprofen,Synthetic organic,True,True,False,FDA (no history prior to 1988),FDA,
1723,9807,sutimlimab,Antibody,True,False,False,EMA & FDA (2022),FDA,2022
1724,2890,suvorexant,Synthetic organic,True,False,False,FDA (2014),FDA,2014
1725,6687,tacrine,Synthetic organic,True,False,False,FDA (1993),FDA,1993
1726,6784,tacrolimus,Synthetic organic,True,False,True,"FDA (1994), EMA (2002)",FDA,1994
1727,7299,tadalafil,Synthetic organic,True,False,False,"EMA (2002), FDA (2003)",FDA,2003
1728,8378,tafamidis,Synthetic organic,True,False,False,"EMA and UK (2011), FDA (2019)",FDA,2019
1729,11131,tafasitamab,Antibody,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1730,9722,tafenoquine,Synthetic organic,True,False,False,FDA (2018),FDA,2018
1731,7451,tafluprost,Synthetic organic,True,False,False,FDA (2012),FDA,2012
1734,8313,talazoparib,Synthetic organic,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
1735,7444,taliglucerase alfa,Peptide,True,False,False,FDA (2012),FDA,2012
1736,12240,talquetamab,Antibody,True,False,False,FDA & EMA  (2023),FDA,
1738,1016,tamoxifen,Synthetic organic,True,False,True,FDA (1977),FDA,1977
1739,488,tamsulosin,Synthetic organic,True,False,False,FDA (1997),FDA,1997
1740,7477,tapentadol,Synthetic organic,True,False,False,FDA (2008),FDA,2008
1741,9686,tapinarof,Synthetic organic,True,False,False,FDA (2022),FDA,2022
1742,12969,tarlatamab,Antibody,True,False,False,FDA (2024),FDA,2024
1743,7393,tasimelteon,Synthetic organic,True,False,False,"FDA (2014), EMA (2015)",FDA,2014
1744,13030,taurolidine,Synthetic organic,True,False,False,FDA (2023),FDA,2023
1745,4746,tauroursodeoxycholic acid,Metabolite,True,False,False,FDA (2022),FDA,2022
1746,6952,tazarotene,Synthetic organic,True,False,False,FDA (1997),FDA,1997
1747,7011,tazemetostat,Synthetic organic,True,False,False,FDA (2020),FDA,2020
1748,7378,tebentafusp,Antibody,True,False,False,FDA & EMA (2022),FDA,
1750,12233,teclistamab,Antibody,True,False,False,EMA & FDA (2022),FDA,2022
1751,10865,tedizolid,Synthetic organic,True,False,False,"FDA (2014), EMA (2015)",FDA,2014
1752,7049,teduglutide,Peptide,True,False,False,FDA and EMA (2012),FDA,
1754,226,tegaserod,Synthetic organic,True,False,False,FDA (2002),FDA,2002
1757,10925,telavancin,Synthetic organic,True,True,False,"FDA (2009), EMA (2011)",FDA,2009
1759,10878,telithromycin,Synthetic organic,True,True,False,"EMA (2001), FDA (2004)",FDA,2004
1760,592,telmisartan,Synthetic organic,True,False,True,EMA & FDA (1998),FDA,1998
1761,9490,telotristat ethyl,Synthetic organic,True,False,False,FDA (2017),FDA,2017
1762,10866,temafloxacin,Synthetic organic,True,True,False,FDA (1992),FDA,1992
1763,7300,temazepam,Synthetic organic,True,False,False,FDA (1981),FDA,1981
1766,7301,temozolomide,Synthetic organic,True,False,False,EMA and FDA (1999),FDA,1999
1767,5892,temsirolimus,Synthetic organic,True,False,False,FDA & EMA (2007),FDA,
1768,8449,tenapanor,Synthetic organic,True,False,False,FDA (2019),FDA,2019
1770,6843,teniposide,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1772,12252,teplizumab,Antibody,True,False,False,FDA (2022),FDA,2022
1773,8293,tepotinib,Synthetic organic,True,False,False,"FDA, EMA & UK MHRA (2021)",FDA,
1774,10612,teprotumumab,Antibody,True,False,False,FDA (2020),FDA,2020
1775,7302,terazosin,Synthetic organic,True,False,False,FDA (1987),FDA,1987
1776,560,terbutaline,Synthetic organic,True,False,False,FDA (1974),FDA,1974
1777,2608,terfenadine,Synthetic organic,True,True,False,FDA,FDA,
1779,6844,teriflunomide,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
1780,4448,teriparatide,Peptide,True,False,False,"FDA (1987), EMA (2003)",FDA,1987
1781,11241,terlipressin,Peptide,True,False,False,"UK (2001), FDA (2022)",FDA,2022
1782,6959,tesamorelin,Peptide,True,False,False,FDA (2010),FDA,2010
1783,7303,testolactone,Synthetic organic,True,True,False,FDA (1969),FDA,1969
1784,2858,testosterone,Metabolite,True,False,True,FDA (1953),FDA,1953
1788,7100,testosterone propionate,Metabolite,True,False,False,FDA (1974),FDA,1974
1789,4834,tetrabenazine,Synthetic organic,True,False,False,FDA (2008),FDA,2008
1790,10927,tetracycline,Synthetic organic,True,False,True,"FDA (1953), UK (2001)",FDA,1953
1792,10199,tezacaftor,Synthetic organic,True,False,False,EMA & FDA (2018),FDA,2018
1793,8933,tezepelumab,Antibody,True,False,False,"FDA (2021), ENA (2022)",FDA,2021
1794,7327,thalidomide,Synthetic organic,True,False,True,"FDA (1998), EMA (2008)",FDA,1998
1795,413,theophylline,Natural product,True,False,False,FDA (1976),FDA,1976
1796,7304,thiabendazole,Synthetic organic,True,False,False,FDA (1967),FDA,1967
1798,7306,thiethylperazine,Synthetic organic,True,True,False,FDA (1961),FDA,1961
1799,6845,thioguanine,Synthetic organic,True,False,True,FDA (1966),FDA,1966
1800,2579,thiopental,Synthetic organic,True,False,False,FDA (approval date not specified),FDA,
1801,100,thioridazine,Synthetic organic,True,False,False,FDA (1962),FDA,1962
1802,7622,thiotepa,Synthetic organic,True,False,False,"FDA (1959), EMA (2010)",FDA,1959
1803,212,thiothixene,Synthetic organic,True,False,False,FDA (1967),FDA,1967
1804,4818,tiagabine,Synthetic organic,True,False,False,FDA (1997),FDA,1997
1807,1765,ticagrelor,Synthetic organic,True,False,False,"EMA (2010), FDA (2011)",FDA,2011
1808,10928,ticarcillin,Synthetic organic,True,False,False,FDA (1985),FDA,1985
1809,7307,ticlopidine,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1810,8093,tildrakizumab,Antibody,True,False,False,EMA & FDA (2018),FDA,2018
1812,565,timolol,Synthetic organic,True,False,True,FDA (1981),FDA,1981
1813,12341,tinidazole,Synthetic organic,True,False,False,FDA (2004),FDA,2004
1814,6846,tinzaparin,Synthetic organic,True,False,False,FDA (2000),FDA,2000
1815,367,tiotropium,Synthetic organic,True,False,True,FDA (2004),FDA,2004
1817,12685,tipranavir,Synthetic organic,True,False,False,FDA & EMA (2005),FDA,
1819,7957,tirbanibulin,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1820,6586,tirofiban,Synthetic organic,True,False,False,FDA (1998),FDA,1998
1821,11429,tirzepatide,Peptide,True,False,False,EMA & FDA (2022),FDA,2022
1822,9592,tislelizumab,Antibody,True,False,False,"China (2019), EMA (2023), FDA (2024)",FDA,2024
1823,11719,tisotumab vedotin,Antibody,True,False,False,FDA (2021),FDA,2021
1824,6058,tivozanib,Synthetic organic,True,False,False,"EMA (2017), FDA (2021)",FDA,2021
1826,7308,tizanidine,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1827,10930,tobramycin,Natural product,True,False,False,"FDA (1975), EMA (2011)",FDA,1975
1828,7309,tocainide,Synthetic organic,True,True,False,FDA (1984),FDA,1984
1829,6881,tocilizumab,Antibody,True,False,False,"Japan (2005), EMA (2009), FDA (2010)",FDA,2010
1830,5677,tofacitinib,Synthetic organic,True,False,False,"FDA (2012), EMA (2017)",FDA,2012
1832,6847,tolazamide,Synthetic organic,True,False,False,FDA (1986),FDA,1986
1833,7310,tolazoline,Synthetic organic,True,True,False,FDA (1948),FDA,1948
1834,6848,tolbutamide,Synthetic organic,True,False,False,FDA (1979),FDA,1979
1835,6646,tolcapone,Synthetic organic,True,False,False,"EMA (1997), FDA (1998)",FDA,1998
1837,7311,tolmetin,Synthetic organic,True,False,False,FDA (1976),FDA,1976
1839,360,tolterodine,Synthetic organic,True,False,False,FDA (1998),FDA,1998
1841,2226,tolvaptan,Synthetic organic,True,False,False,FDA and EMA (2009),FDA,
1842,6849,topiramate,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1843,7101,topotecan,Synthetic organic,True,False,False,EMA and FDA (1996),FDA,1996
1844,4325,toremifene,Synthetic organic,True,False,False,"EMA (1996), FDA (1997)",FDA,1997
1845,12989,toripalimab,Antibody,True,False,False,FDA (2023),FDA,2023
1846,7312,torsemide,Synthetic organic,True,False,False,FDA (1993),FDA,1993
1847,6781,tositumomab,Antibody,True,True,False,FDA (2003),FDA,2003
1849,9977,tovorafenib,Synthetic organic,True,False,False,FDA (2024),FDA,2024
1850,2774,trabectedin,Natural product,True,False,False,"EMA (2007), FDA (2015)",FDA,2015
1851,8001,tralokinumab,Antibody,True,False,False,EMA & FDA (2021),FDA,2021
1852,8286,tramadol,Synthetic organic,True,False,False,"FDA (1995), UK (2003)",FDA,1995
1853,6495,trametinib,Synthetic organic,True,False,False,"FDA (2013), EMA (2014)",FDA,2013
1854,6453,trandolapril,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1855,6455,trandolaprilat,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1856,6573,tranexamic acid,Synthetic organic,True,False,True,FDA (1986),FDA,1986
1858,5281,tranylcypromine,Synthetic organic,True,False,False,FDA (1961),FDA,1961
1859,5082,trastuzumab,Antibody,True,False,True,"FDA (1998), EMA (2000)",FDA,1998
1860,6928,trastuzumab emtansine,Antibody,True,False,False,EMA and FDA (2013),FDA,2013
1861,7102,travoprost,Synthetic organic,True,False,False,EMA and FDA (2001),FDA,2001
1862,213,trazodone,Synthetic organic,True,False,False,FDA (1981),FDA,1981
1863,8462,tremelimumab,Antibody,True,False,False,"FDA (2022), EMA (2023)",FDA,2022
1865,5820,treprostinil,Synthetic organic,True,False,False,"FDA (2002), EMA (2020)",FDA,2002
1866,2644,tretinoin,Metabolite,True,False,True,FDA (1995),FDA,1995
1867,2139,TRH,Peptide,True,False,False,FDA (1976),FDA,1976
1868,2870,triamcinolone,Synthetic organic,True,False,False,FDA (1957),FDA,1957
1869,2867,triamcinolone acetonide,Synthetic organic,True,False,False,FDA (2017),FDA,2017
1870,4329,triamterene,Synthetic organic,True,False,False,FDA (1964),FDA,1964
1871,7313,triazolam,Synthetic organic,True,False,False,FDA (1982),FDA,1982
1872,7314,trichlormethiazide,Synthetic organic,True,True,False,FDA (1960),FDA,1960
1873,9962,trifarotene,Synthetic organic,True,False,False,FDA (2019),FDA,2019
1874,214,trifluoperazine,Synthetic organic,True,False,False,FDA (1959),FDA,1959
1875,4330,triflupromazine,Synthetic organic,True,False,False,FDA (1957),FDA,1957
1876,8697,trifluridine,Synthetic organic,True,False,False,"Japan, FDA (2015), EMA (2016)",FDA,2015
1877,11431,triheptanoin,Synthetic organic,True,False,False,FDA (2020),FDA,2020
1878,7315,trihexyphenidyl,Synthetic organic,True,False,False,FDA (1949),FDA,1949
1879,2634,triiodothyronine,Metabolite,True,False,False,FDA (1956),FDA,1956
1880,9626,trilaciclib,Synthetic organic,True,False,False,FDA (2021),FDA,2021
1881,6850,trilostane,Synthetic organic,True,True,False,FDA (date of approval not specified),FDA,
1882,7316,trimethadione,Synthetic organic,True,True,False,FDA (1946),FDA,1946
1883,7614,trimethobenzamide,Synthetic organic,True,False,False,FDA (1974),FDA,1974
1884,10931,trimethoprim,Synthetic organic,True,False,True,FDA (1980),FDA,1980
1885,7613,trimetrexate,Synthetic organic,True,True,False,FDA (1993),FDA,1993
1886,7317,trimipramine,Synthetic organic,True,False,False,FDA (1979),FDA,1979
1887,7318,tripelennamine,Synthetic organic,True,False,False,FDA (1948),FDA,1948
1888,1228,triprolidine,Synthetic organic,True,False,False,FDA (1982),FDA,1982
1889,1177,triptorelin,Peptide,True,False,False,FDA (2001),FDA,2001
1890,12482,trofinetide,Peptide,True,False,False,FDA (2023),FDA,2023
1891,2693,troglitazone,Synthetic organic,True,True,False,FDA (1997),FDA,1997
1892,10209,troleandomycin,Synthetic organic,True,False,False,FDA (1969),FDA,1969
1893,7328,tromethamine,Synthetic organic,True,False,False,FDA (1965),FDA,1965
1894,7319,tropicamide,Synthetic organic,True,False,True,FDA (1960),FDA,1960
1896,7480,trospium,Synthetic organic,True,False,False,FDA (2004),FDA,2004
1897,3920,TSH,Peptide,True,False,False,FDA (1953),FDA,1953
1898,2635,T<sub>4</sub>,Metabolite,True,False,True,FDA (2000),FDA,2000
1899,2294,tubocurarine,Natural product,True,False,False,FDA (1945),FDA,1945
1900,9922,tucatinib,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1902,8920,ublituximab,Antibody,True,False,False,"FDA (2022), EMA (2023)",FDA,2022
1903,10176,ubrogepant,Synthetic organic,True,False,False,FDA (2019),FDA,2019
1906,7460,ulipristal acetate,Synthetic organic,True,False,True,"EMA (2009), FDA (2010)",FDA,2010
1907,8916,umbralisib,Synthetic organic,True,False,False,FDA (2021),FDA,2021
1908,7354,umeclidinium,Synthetic organic,True,False,False,"FDA (2013), EMA (2014)",FDA,2013
1909,8282,unoprostone isopropyl,Synthetic organic,True,True,False,FDA (2000),FDA,2000
1911,9246,upadacitinib,Synthetic organic,True,False,False,EMA & FDA (2019),FDA,2019
1915,6885,ustekinumab,Antibody,True,False,False,"FDA (2009), EMA (2009)",FDA,2009
1916,10871,vaborbactam,Synthetic organic,True,False,True,"FDA (2017), EMA (2018)",FDA,2017
1917,11831,vadadustat,Synthetic organic,True,False,False,"Japan (2020), EMA (2023), FDA (2024)",FDA,2024
1918,4824,valacyclovir,Synthetic organic,True,False,False,"FDA (1995, prior history not available)",FDA,1995
1919,8694,valbenazine,Synthetic organic,True,False,False,FDA (2017),FDA,2017
1920,2894,valdecoxib,Synthetic organic,True,True,False,FDA (2001),FDA,2001
1922,4716,valganciclovir,Synthetic organic,True,False,True,"FDA (2002, prior history not available)",FDA,2002
1923,7009,valproic acid,Synthetic organic,True,False,True,FDA (1978),FDA,1978
1924,3937,valsartan,Synthetic organic,True,False,False,FDA (2012),FDA,2012
1925,9247,vamorolone,Synthetic organic,True,False,False,FDA & EMA (2023),FDA,
1926,10932,vancomycin,Natural product,True,False,True,"FDA (1964), UK (1990)",FDA,1964
1927,5717,vandetanib,Synthetic organic,True,False,False,"FDA (2011), EMA (2012)",FDA,2011
1930,7320,vardenafil,Synthetic organic,True,False,False,EMA and FDA (2003),FDA,2003
1931,5459,varenicline,Synthetic organic,True,False,True,FDA and EMA (2006),FDA,
1932,2168,vasopressin,Peptide,True,False,False,FDA (date of approval not specified),FDA,
1933,4002,vecuronium,Synthetic organic,True,False,True,FDA (1999),FDA,1999
1934,7437,vedolizumab,Antibody,True,False,False,FDA and EMA (2014),FDA,
1935,7464,velaglucerase alfa,Peptide,True,False,False,FDA and EMA (2010),FDA,
1936,11269,velpatasvir,Synthetic organic,True,False,True,EMA & FDA (2016),FDA,2016
1937,5893,vemurafenib,Synthetic organic,True,False,False,"FDA (2011), EMA (2012)",FDA,2011
1938,8318,venetoclax,Synthetic organic,True,False,False,FDA and EMA (2016),FDA,
1939,7321,venlafaxine,Synthetic organic,True,False,False,FDA (1993),FDA,1993
1940,2406,verapamil,Synthetic organic,True,False,True,FDA (1981),FDA,1981
1941,10010,vericiguat,Synthetic organic,True,False,False,EMA & FDA (2021),FDA,2021
1942,10100,vibegron,Synthetic organic,True,False,False,FDA (2020),FDA,2020
1943,4806,vidarabine,Synthetic organic,True,True,False,FDA (1976),FDA,1976
1944,4821,vigabatrin,Synthetic organic,True,False,False,"FDA (2009), EMA (2018)",FDA,2009
1945,7353,vilanterol,Synthetic organic,True,False,False,FDA (2013),FDA,2013
1946,7427,vilazodone,Synthetic organic,True,False,False,FDA (2011),FDA,2011
1948,11502,viloxazine,Synthetic organic,True,False,False,FDA (2021),FDA,2021
1949,11430,viltolarsen,Synthetic organic,True,False,False,FDA (2020),FDA,2020
1950,6851,vinblastine,Synthetic organic,True,False,True,FDA (1965),FDA,1965
1951,6785,vincristine,Natural product,True,False,True,FDA (1963),FDA,1963
1952,7105,vinorelbine,Synthetic organic,True,False,True,FDA (1994),FDA,1994
1954,13252,viomycin,Natural product,True,False,False,FDA (1953),FDA,1953
1955,6975,vismodegib,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
1957,11388,voclosporin,Peptide,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
1959,11549,vonoprazan,Synthetic organic,True,False,False,"Japan (2014), FDA (2022)",FDA,2022
1960,6755,von Willebrand factor,Peptide,True,False,False,FDA (2015),FDA,2015
1961,4047,vorapaxar,Synthetic organic,True,False,False,FDA (2014),FDA,2014
1962,6852,vorinostat,Synthetic organic,True,False,False,FDA (2006),FDA,2006
1963,7351,vortioxetine,Synthetic organic,True,False,False,FDA and EMA (2013),FDA,
1964,9068,vosoritide,Peptide,True,False,False,EMA & FDA (2021),FDA,2021
1965,10559,voxelotor,Synthetic organic,True,False,False,"FDA (2019), EMA (2022)",FDA,2019
1967,6853,warfarin,Synthetic organic,True,False,True,FDA (1954),FDA,1954
1971,102,yohimbine,Natural product,True,False,False,FDA (no date available),FDA,
1972,3322,zafirlukast,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1973,4828,zalcitabine,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1974,4345,zaleplon,Synthetic organic,True,False,False,FDA (1999),FDA,1999
1975,12307,zanamivir,Synthetic organic,True,False,False,"FDA (1999), EMA (2019)",FDA,1999
1976,9861,zanubrutinib,Synthetic organic,True,False,False,"FDA (2019), EMA (2021)",FDA,2019
1977,11513,zavegepant,Synthetic organic,True,False,False,FDA (2023),FDA,2023
1978,2536,ziconotide,Peptide,True,False,False,"FDA (2004), EMA (2005)",FDA,2004
1979,4825,zidovudine,Synthetic organic,True,False,True,FDA (1987),FDA,1987
1980,5297,zileuton,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1981,10404,zilucoplan,Peptide,True,False,False,FDA & EMA (2023),FDA,
1983,59,ziprasidone,Synthetic organic,True,False,False,FDA (2001),FDA,2001
1985,6463,zofenoprilat,Synthetic organic,True,False,False,FDA,FDA,
1986,3177,zoledronic acid,Synthetic organic,True,False,True,FDA and EMA (2001),FDA,
1987,60,zolmitriptan,Synthetic organic,True,False,False,FDA (1997),FDA,1997
1988,4348,zolpidem,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1989,7047,zonisamide,Synthetic organic,True,False,False,"FDA (2000), EMA (2005)",FDA,2000
1994,12858,zuranolone,Synthetic organic,True,False,False,FDA (2023),FDA,2023
